trajectory_id,label,scenario,anomaly_reason
SCTD-0033,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0034,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0035,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0036,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0037,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0038,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0039,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0040,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0041,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0042,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0043,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0044,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0045,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0046,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0047,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0048,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0049,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0050,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0051,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0052,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0053,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0054,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0055,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0056,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0057,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0058,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0059,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0060,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0061,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0062,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0063,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0064,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0065,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0066,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0067,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0068,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0069,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0070,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0071,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0072,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0073,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0074,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0075,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0076,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0077,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0078,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0079,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0080,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0081,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0082,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0083,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0084,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0085,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0086,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0087,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0088,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0089,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0090,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0091,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0092,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0093,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0094,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0095,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0096,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0097,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0098,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0099,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0100,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0101,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0102,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0103,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0104,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0105,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0106,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0107,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0108,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0109,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0110,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0111,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0112,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0113,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0114,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0115,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0116,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0117,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0118,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0119,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0120,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0121,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0122,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0123,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0124,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0125,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0126,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0127,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0128,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0129,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0130,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0131,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0132,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0133,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0134,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0135,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0136,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0137,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0138,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0139,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0140,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0141,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0142,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0143,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0144,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0145,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0146,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0147,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0148,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0149,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0150,0,normal_tourist_movement,"Normal controlled trajectory generated within planned route, mode and schedule tolerances."
SCTD-0151,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0152,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0153,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0154,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0155,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0156,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0157,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0158,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0159,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0160,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0161,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0162,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0163,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0164,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0165,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0166,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0167,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0168,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0169,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0170,1,high_speed_abnormal_movement,Average speed intentionally exceeds controlled tourist transport range.
SCTD-0171,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0172,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0173,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0174,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0175,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0176,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0177,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0178,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0179,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0180,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0181,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0182,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0183,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0184,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0185,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0186,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0187,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0188,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0189,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0190,1,large_route_deviation,Actual path is intentionally displaced far from the planned route.
SCTD-0191,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0192,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0193,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0194,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0195,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0196,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0197,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0198,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0199,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0200,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0201,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0202,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0203,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0204,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0205,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0206,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0207,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0208,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0209,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0210,1,excessive_idle_duration,A prolonged stationary event is intentionally inserted.
SCTD-0211,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0212,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0213,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0214,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0215,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0216,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0217,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0218,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0219,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0220,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0221,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0222,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0223,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0224,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0225,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0226,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0227,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0228,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0229,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0230,1,fare_distance_inconsistency,Fare is intentionally inconsistent with travelled distance.
SCTD-0231,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0232,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0233,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0234,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0235,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0236,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0237,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0238,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0239,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0240,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0241,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0242,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0243,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0244,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0245,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0246,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0247,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0248,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0249,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0250,1,large_itinerary_deviation,Destination is intentionally far from the itinerary destination.
SCTD-0251,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0252,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0253,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0254,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0255,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0256,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0257,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0258,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0259,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0260,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0261,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0262,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0263,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0264,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0265,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0266,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0267,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0268,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0269,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0270,1,transport_mode_mismatch,Actual transport mode intentionally differs from the planned mode.
SCTD-0271,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0272,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0273,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0274,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0275,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0276,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0277,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0278,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0279,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0280,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0281,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0282,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0283,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0284,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0285,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0286,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0287,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0288,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0289,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
SCTD-0290,1,significant_schedule_delay,Arrival is intentionally delayed beyond the controlled schedule tolerance.
